region,tenure,age,marital,address,income,ed,employ,retire,gender,reside,tollfree,equip,callcard,wireless,longmon,tollmon,equipmon,cardmon,wiremon,longten,tollten,equipten,cardten,wireten,multline,voice,pager,internet,callid,callwait,forward,confer,ebill,loglong,logtoll,logequi,logcard,logwire,lninc,custcat,churn
Zone 3,32,50,Unmarried,28,57,College degree,20,No,Male,1,Yes,No,Yes,Yes,4.6,38.5,0,37.75,23.5,123,1267.1,0,1205,707.4,No,No,No,No,Yes,Yes,Yes,Yes,No,1.53,3.65,,3.63,3.16,4.04,Plus service,No
Zone 3,22,57,Married,7,264,Did not complete high school,35,No,Female,2,No,No,Yes,No,3,0,0,6,0,68.35,0,0,105,0,No,No,No,No,Yes,No,Yes,Yes,No,1.1,,,1.79,,5.58,Plus service,No
Zone 2,6,24,Unmarried,2,28,Did not complete high school,5,No,Male,2,Yes,No,Yes,No,4.4,9,0,28.25,0,35.1,57.8,0,155,0,No,No,No,No,Yes,Yes,Yes,Yes,No,1.48,2.2,,3.34,,3.33,Plus service,Yes
Zone 3,32,23,Married,2,26,Some college,1,No,Female,6,Yes,Yes,Yes,No,11,24,31.1,28.25,0,325,796.95,856.2,880,0,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,2.4,3.18,3.44,3.34,,3.26,Total service,No
Zone 1,38,33,Unmarried,3,38,College degree,0,No,Male,1,No,Yes,Yes,No,10.95,0,27.2,12.25,0,412.8,0,958.85,465,0,Yes,No,No,Yes,No,No,No,No,Yes,2.39,,3.3,2.51,,3.64,E-service,No
Zone 1,53,35,Unmarried,15,59,Some college,5,No,Female,1,Yes,No,Yes,No,16.85,23.25,0,18.5,0,888.45,1250.7,0,995,0,No,No,Yes,No,No,Yes,Yes,No,No,2.82,3.15,,2.92,,4.08,Plus service,No
Zone 3,37,76,Unmarried,38,117,College degree,21,No,Female,1,No,No,Yes,No,7.5,0,0,6.25,0,273.7,0,0,230,0,No,No,No,No,No,No,No,No,No,2.01,,,1.83,,4.76,Basic service,No
Zone 1,47,35,Married,13,70,College degree,9,No,Female,2,Yes,Yes,No,Yes,10.75,33,47.4,0,45.85,551,1556.2,2138.25,0,2168.4,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2.37,3.5,3.86,,3.83,4.25,Total service,Yes
Zone 3,69,59,Unmarried,37,104,High school degree,13,No,Male,1,Yes,No,Yes,No,16,30.5,0,13.75,0,1120.75,2104.65,0,925,0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,2.77,3.42,,2.62,,4.64,Plus service,No
Zone 3,63,56,Unmarried,17,71,Some college,18,No,Female,1,No,No,Yes,No,18.4,0,0,24.75,0,1162.9,0,0,1510,0,No,No,No,No,No,No,No,Yes,No,2.91,,,3.21,,4.26,Basic service,No
Zone 1,61,34,Married,0,70,Some college,7,No,Female,3,Yes,Yes,Yes,Yes,18.85,30,51.95,18.75,47.3,1230.7,1820.3,3045.8,1095,2840.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.94,3.4,3.95,2.93,3.86,4.25,Total service,Yes
Zone 1,56,38,Married,8,56,College degree,10,No,Male,2,Yes,Yes,Yes,Yes,25.1,26.75,44.95,11.5,27.4,1418.35,1435.25,2451.85,645,1553.5,No,No,Yes,Yes,Yes,Yes,No,No,Yes,3.22,3.29,3.81,2.44,3.31,4.03,Total service,No
Zone 3,40,57,Married,18,68,Did not complete high school,23,No,Male,2,Yes,No,No,No,13.35,25.75,0,0,0,572.4,987.7,0,0,0,No,No,No,No,No,Yes,No,Yes,No,2.59,3.25,,,,4.22,Plus service,No
Zone 2,61,45,Unmarried,21,80,High school degree,13,No,Female,1,No,No,Yes,No,18.1,0,0,35.25,0,1114.75,0,0,2200,0,Yes,No,No,No,No,No,No,No,No,2.9,,,3.56,,4.38,E-service,No
Zone 2,16,26,Unmarried,7,21,College degree,1,No,Male,6,Yes,Yes,No,Yes,3.55,11,44.75,0,30.8,56.85,182.25,638.55,0,438.4,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,1.27,2.4,3.8,,3.43,3.04,Total service,No
Zone 2,7,43,Unmarried,4,69,Some college,5,No,Female,1,No,No,No,No,4.45,0,0,0,0,36.85,0,0,0,0,No,No,No,No,No,No,No,No,No,1.49,,,,,4.23,Basic service,No
Zone 3,20,31,Married,10,39,High school degree,3,No,Female,2,No,No,No,No,7.75,0,0,0,0,148.75,0,0,0,0,No,No,No,No,No,No,No,No,No,2.05,,,,,3.66,Basic service,No
Zone 2,35,38,Unmarried,7,90,High school degree,18,No,Male,4,Yes,No,Yes,No,6.8,17.75,0,14,0,245.95,558.35,0,425,0,Yes,No,Yes,Yes,No,Yes,No,No,Yes,1.92,2.88,,2.64,,4.5,E-service,No
Zone 1,60,37,Married,12,64,Post-undergraduate degree,1,No,Female,2,No,No,Yes,No,14.85,0,0,17.5,0,978.35,0,0,970,0,Yes,No,No,No,No,No,No,No,No,2.7,,,2.86,,4.16,E-service,No
Zone 2,47,25,Unmarried,2,28,High school degree,6,No,Male,1,Yes,Yes,Yes,Yes,7.75,19.75,35.15,17,31.15,315.9,859.6,1535.05,770,1448.4,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,2.05,2.98,3.56,2.83,3.44,3.33,Total service,No
Zone 2,33,28,Married,3,24,High school degree,0,No,Female,6,No,No,Yes,No,7.5,0,0,15.75,0,224.25,0,0,485,0,No,No,No,No,No,No,No,No,Yes,2.01,,,2.76,,3.18,Basic service,No
Zone 3,12,34,Unmarried,2,44,High school degree,7,No,Male,1,No,No,No,No,4.05,0,0,0,0,48.85,0,0,0,0,No,No,No,No,No,No,No,No,No,1.4,,,,,3.78,Basic service,No
Zone 1,10,31,Unmarried,0,32,College degree,7,No,Female,2,No,Yes,No,No,5.4,0,28.35,0,0,60.15,0,253.35,0,0,Yes,No,Yes,Yes,No,No,No,No,Yes,1.69,,3.34,,,3.47,E-service,Yes
Zone 2,69,33,Married,9,52,College degree,9,No,Female,3,No,No,Yes,No,29.95,0,0,29,0,2142.8,0,0,1915,0,Yes,No,No,No,No,No,Yes,Yes,No,3.4,,,3.37,,3.95,Plus service,No
Zone 1,23,20,Unmarried,1,15,Some college,0,No,Female,1,No,No,No,No,7.5,0,0,0,0,199.65,0,0,0,0,Yes,No,No,No,No,No,No,No,No,2.01,,,,,2.71,E-service,No
Zone 1,53,31,Unmarried,10,46,Some college,6,No,Male,2,Yes,Yes,Yes,No,27.1,18.5,42.5,37.5,0,1408.35,935,2297.85,2015,0,Yes,No,Yes,Yes,No,No,No,No,No,3.3,2.92,3.75,3.62,,3.83,E-service,No
Zone 2,60,57,Married,14,107,High school degree,33,No,Female,2,Yes,No,Yes,Yes,17.55,30.75,0,21.25,46.7,1035.2,1863.15,0,1245,2640,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,2.87,3.43,,3.06,3.84,4.67,Plus service,No
Zone 2,33,33,Unmarried,7,56,High school degree,11,No,Male,1,No,No,Yes,No,13.45,0,0,16,0,470.9,0,0,470,0,No,No,No,No,No,Yes,No,No,No,2.6,,,2.77,,4.03,Basic service,No
Zone 3,67,40,Married,21,40,College degree,7,No,Female,4,No,Yes,Yes,Yes,24.35,0,46.6,15.25,37.45,1585.85,0,3013.25,1015,2396.15,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,3.19,,3.84,2.72,3.62,3.69,Total service,No
Zone 3,15,38,Married,5,56,Some college,13,No,Male,3,Yes,No,Yes,No,5.4,18,0,15,0,76.75,274.95,0,225,0,No,No,No,No,Yes,Yes,Yes,No,No,1.69,2.89,,2.71,,4.03,Plus service,No
Zone 3,64,31,Married,5,46,High school degree,7,No,Female,4,No,Yes,Yes,Yes,24.15,0,34.8,17.75,33.2,1546.55,0,2214.1,1115,2148.15,Yes,Yes,No,Yes,No,No,Yes,No,Yes,3.18,,3.55,2.88,3.5,3.83,E-service,No
Zone 2,46,49,Married,13,51,High school degree,21,No,Male,2,No,No,Yes,No,7.25,0,0,21.75,0,329.95,0,0,945,0,No,No,No,No,No,No,No,No,No,1.98,,,3.08,,3.93,Basic service,Yes
Zone 2,72,60,Married,33,12,Did not complete high school,20,Yes,Male,3,Yes,No,Yes,Yes,53.75,68.5,0,10.25,43.95,3776.1,4938.6,0,780,3102.2,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,3.98,4.23,,2.33,3.78,2.48,Total service,No
Zone 1,61,43,Married,6,34,Post-undergraduate degree,6,No,Male,3,Yes,Yes,Yes,Yes,25.05,39,56.8,32.75,51,1541.9,2536.1,3279.9,1980,3182.65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,3.22,3.66,4.04,3.49,3.93,3.53,Total service,Yes
Zone 3,54,27,Unmarried,3,27,High school degree,6,No,Female,5,Yes,Yes,Yes,Yes,12.4,35,48.3,5.75,43.5,660.85,1919.75,2484.3,315,2259.8,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,2.52,3.56,3.88,1.75,3.77,3.3,Total service,No
Zone 3,28,36,Unmarried,3,42,Some college,7,No,Female,1,Yes,No,Yes,No,12.9,28.25,0,14,0,363.65,820.15,0,370,0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,2.56,3.34,,2.64,,3.74,Plus service,No
Zone 2,28,38,Unmarried,8,119,Post-undergraduate degree,2,No,Male,3,No,Yes,No,Yes,5.05,0,46.9,0,42.65,141.95,0,1262.7,0,1189.9,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,1.62,,3.85,,3.75,4.78,Total service,Yes
Zone 2,32,43,Unmarried,13,146,Did not complete high school,27,No,Female,1,Yes,No,Yes,Yes,18.3,33.5,0,15.5,17.45,546.35,1090.65,0,510,559.45,No,No,No,No,Yes,Yes,Yes,Yes,No,2.91,3.51,,2.74,2.86,4.98,Plus service,No
Zone 2,52,46,Unmarried,17,51,High school degree,13,No,Female,3,No,No,Yes,No,12.5,0,0,15,0,638.7,0,0,755,0,Yes,No,No,No,No,No,No,No,No,2.53,,,2.71,,3.93,E-service,No
Zone 1,48,62,Unmarried,33,86,Did not complete high school,22,Yes,Female,1,Yes,Yes,Yes,Yes,16.35,33.5,38.95,18.75,30.6,729.3,1613.6,1763.1,920,1408.5,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,2.79,3.51,3.66,2.93,3.42,4.45,Plus service,No
Zone 3,52,42,Married,17,27,Some college,8,No,Female,2,Yes,No,Yes,No,19.65,31,0,19.75,0,1008.8,1661.3,0,1050,0,No,No,No,Yes,Yes,Yes,Yes,Yes,No,2.98,3.43,,2.98,,3.3,Plus service,No
Zone 1,37,43,Unmarried,8,38,Some college,9,No,Male,1,No,No,No,No,8.1,0,0,0,0,289.75,0,0,0,0,Yes,No,No,No,No,No,No,No,No,2.09,,,,,3.64,E-service,No
Zone 1,41,52,Unmarried,26,928,Some college,29,No,Male,3,Yes,No,Yes,No,7.65,25,0,13.5,0,344,1060.65,0,465,0,No,Yes,No,No,Yes,Yes,Yes,Yes,No,2.03,3.22,,2.6,,6.83,Plus service,No
Zone 2,43,27,Married,3,21,High school degree,1,No,Female,3,No,No,Yes,No,12.65,0,0,16.5,0,558.85,0,0,760,0,Yes,No,No,No,No,No,No,No,No,2.54,,,2.8,,3.04,E-service,No
Zone 3,67,60,Unmarried,24,24,Did not complete high school,6,No,Female,1,No,No,Yes,No,25.1,0,0,21.5,0,1659.1,0,0,1530,0,Yes,Yes,No,No,No,No,Yes,Yes,No,3.22,,,3.07,,3.18,Plus service,No
Zone 3,61,52,Married,30,91,Did not complete high school,25,No,Female,2,No,No,Yes,No,13.8,0,0,47,0,840.15,0,0,2790,0,No,No,No,No,No,No,No,No,No,2.62,,,3.85,,4.51,Basic service,No
Zone 3,70,39,Married,20,38,High school degree,8,No,Female,4,Yes,No,Yes,No,30.3,26.5,0,51.25,0,2201,1981.65,0,3450,0,Yes,No,No,No,Yes,No,No,Yes,No,3.41,3.28,,3.94,,3.64,Plus service,No
Zone 3,44,32,Married,1,96,College degree,5,No,Female,4,Yes,Yes,Yes,Yes,5.25,22,61.95,8.75,57.8,213.45,951.95,2803.5,360,2451.6,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.66,3.09,4.13,2.17,4.06,4.56,Total service,No
Zone 3,46,45,Unmarried,12,96,Some college,17,No,Male,1,No,Yes,Yes,No,10.95,0,24.5,9.75,0,504.3,0,1032.75,410,0,Yes,No,No,Yes,No,No,No,No,Yes,2.39,,3.2,2.28,,4.56,E-service,No
Zone 3,39,34,Unmarried,2,54,Some college,5,No,Male,1,No,No,Yes,No,6.5,0,0,13.25,0,265.45,0,0,460,0,No,No,No,No,No,No,No,No,No,1.87,,,2.58,,3.99,Basic service,No
Zone 2,39,59,Unmarried,20,1668,College degree,27,No,Female,1,Yes,No,No,No,8.2,15,0,0,0,303.95,595.6,0,0,0,Yes,Yes,No,Yes,Yes,Yes,No,No,No,2.1,2.71,,,,7.42,E-service,No
Zone 2,50,29,Married,10,53,College degree,0,No,Female,4,Yes,Yes,Yes,Yes,13.2,46,53.15,11.5,46.4,593.35,2412.65,2499,540,2280,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.58,3.83,3.97,2.44,3.84,3.97,Total service,No
Zone 3,5,31,Unmarried,1,21,Some college,1,No,Female,2,No,No,No,No,2.6,0,0,0,0,16.1,0,0,0,0,No,No,No,No,No,No,No,No,Yes,0.96,,,,,3.04,Basic service,Yes
Zone 2,10,34,Unmarried,1,52,Post-undergraduate degree,3,No,Female,1,No,Yes,No,Yes,4.3,0,32.55,0,25.4,47.45,0,332,0,255.7,Yes,No,No,Yes,No,No,No,No,Yes,1.46,,3.48,,3.23,3.95,E-service,Yes
Zone 1,72,69,Unmarried,45,17,Some college,36,Yes,Female,1,No,No,Yes,No,38.2,0,0,28.25,0,2751.65,0,0,2005,0,Yes,No,No,No,No,No,No,No,No,3.64,,,3.34,,2.83,E-service,No
Zone 2,68,60,Unmarried,40,262,High school degree,39,No,Female,1,No,No,Yes,No,31.6,0,0,26,0,2112.25,0,0,1690,0,Yes,No,No,No,Yes,Yes,Yes,No,No,3.45,,,3.26,,5.57,Plus service,No
Zone 3,58,28,Unmarried,5,34,Post-undergraduate degree,1,No,Female,1,No,Yes,Yes,No,19.9,0,41.7,23.75,0,1144.6,0,2275.7,1335,0,Yes,Yes,Yes,Yes,No,No,No,No,Yes,2.99,,3.73,3.17,,3.53,E-service,No
Zone 3,18,44,Married,10,107,Did not complete high school,19,No,Female,7,No,No,No,No,2.25,0,0,0,0,41.8,0,0,0,0,No,No,No,No,No,No,No,No,No,0.81,,,,,4.67,Basic service,No
Zone 1,65,45,Married,25,67,Post-undergraduate degree,13,No,Female,2,Yes,Yes,Yes,No,9.85,20.75,27.65,36,0,671.2,1391.85,1729.2,2305,0,Yes,No,No,No,No,Yes,No,Yes,No,2.29,3.03,3.32,3.58,,4.2,Plus service,No
Zone 3,8,45,Unmarried,1,37,College degree,0,No,Male,1,No,Yes,No,No,4.65,0,32.05,0,0,64.45,0,207.85,0,0,Yes,No,No,Yes,No,No,No,No,Yes,1.54,,3.47,,,3.61,E-service,Yes
Zone 2,1,20,Unmarried,1,21,High school degree,0,No,Female,2,No,Yes,No,No,0.9,0,23.85,0,0,0.9,0,23.85,0,0,No,Yes,Yes,No,Yes,No,No,No,Yes,-0.11,,3.17,,,3.04,Basic service,Yes
Zone 3,42,58,Unmarried,7,22,Did not complete high school,4,No,Female,1,No,No,No,No,3.6,0,0,0,0,166.75,0,0,0,0,Yes,No,No,No,No,No,No,No,No,1.28,,,,,3.09,E-service,No
Zone 1,4,25,Married,3,71,Some college,3,No,Female,5,No,Yes,No,No,3.6,0,28.7,0,0,14.95,0,110.15,0,0,No,Yes,No,Yes,No,No,No,No,Yes,1.28,,3.36,,,4.26,Basic service,No
Zone 3,17,35,Unmarried,4,77,Some college,8,No,Female,1,Yes,No,No,No,8.1,15,0,0,0,144.4,251.1,0,0,0,No,No,No,No,Yes,Yes,Yes,No,No,2.09,2.71,,,,4.34,Plus service,No
Zone 2,8,24,Married,1,18,College degree,0,No,Female,5,Yes,Yes,Yes,Yes,2.95,17,39.3,20,34.3,16.8,134.25,296.7,165,260.8,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.08,2.83,3.67,3,3.54,2.89,Total service,Yes
Zone 1,49,37,Married,17,50,High school degree,12,No,Female,2,No,No,Yes,No,4.2,0,0,16.5,0,243.1,0,0,800,0,Yes,No,No,No,No,No,No,No,No,1.44,,,2.8,,3.91,E-service,No
Zone 1,56,46,Married,21,33,College degree,7,No,Male,2,No,Yes,Yes,No,22.7,0,32.9,8.5,0,1257.4,0,1846.85,525,0,Yes,No,No,Yes,No,No,No,No,Yes,3.12,,3.49,2.14,,3.5,E-service,No
Zone 1,62,57,Married,21,94,Did not complete high school,22,No,Male,2,Yes,No,Yes,No,11.95,32,0,53,0,757.6,1999.95,0,3250,0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,2.48,3.47,,3.97,,4.54,Total service,No
Zone 2,42,57,Married,25,209,Did not complete high school,40,No,Female,4,No,No,Yes,No,9.45,0,0,11,0,383.45,0,0,475,0,No,No,No,No,No,No,No,No,No,2.25,,,2.4,,5.34,Basic service,No
Zone 1,13,32,Unmarried,7,31,College degree,5,No,Male,2,Yes,No,Yes,Yes,5.05,35.5,0,10.5,23.3,64.85,452.3,0,115,244.3,No,Yes,No,No,Yes,Yes,Yes,Yes,No,1.62,3.57,,2.35,3.15,3.43,Plus service,No
Zone 1,69,46,Married,18,66,High school degree,19,No,Male,4,No,No,Yes,No,21.85,0,0,46.5,0,1589.1,0,0,3265,0,Yes,No,No,No,No,No,No,No,No,3.08,,,3.84,,4.19,E-service,No
Zone 2,45,59,Unmarried,14,51,Did not complete high school,15,No,Male,2,No,No,Yes,No,5.95,0,0,5.25,0,236.3,0,0,175,0,No,No,No,No,No,No,No,No,No,1.78,,,1.66,,3.93,Basic service,No
Zone 2,66,42,Married,18,118,High school degree,20,No,Male,2,No,No,Yes,No,26.8,0,0,21.75,0,1774.75,0,0,1480,0,Yes,No,No,No,No,No,No,No,No,3.29,,,3.08,,4.77,E-service,No
Zone 2,15,35,Unmarried,10,25,High school degree,3,No,Male,1,No,Yes,No,No,4.75,0,21.4,0,0,41.4,0,291.4,0,0,No,No,No,Yes,No,No,No,No,Yes,1.56,,3.06,,,3.22,Basic service,Yes
Zone 1,41,44,Married,1,59,Some college,21,No,Female,3,No,Yes,Yes,No,12.1,0,44.9,24.5,0,479.95,0,1853.3,1005,0,Yes,Yes,No,Yes,No,Yes,No,No,Yes,2.49,,3.8,3.2,,4.08,E-service,No
Zone 2,11,20,Unmarried,1,20,High school degree,0,No,Female,1,Yes,Yes,Yes,Yes,4.75,23,38.55,13.5,42.7,48,221.35,427.65,155,387.95,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.56,3.14,3.65,2.6,3.75,3,Total service,Yes
Zone 3,45,30,Married,0,63,Post-undergraduate degree,4,No,Male,4,Yes,Yes,Yes,Yes,7.1,40.75,39.75,16.5,50.85,314.8,1849.5,1717.2,775,2239.65,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.96,3.71,3.68,2.8,3.93,4.14,Total service,Yes
Zone 1,52,62,Unmarried,23,36,College degree,17,No,Male,1,Yes,No,Yes,No,13.35,18.5,0,18.5,0,709.25,978.85,0,915,0,No,No,No,No,No,No,No,Yes,No,2.59,2.92,,2.92,,3.58,Basic service,No
Zone 1,42,56,Unmarried,24,72,College degree,18,No,Female,1,No,Yes,Yes,Yes,8,0,38.5,20.5,40.05,336.9,0,1573.85,770,1713.3,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.08,,3.65,3.02,3.69,4.28,Total service,No
Zone 2,48,35,Unmarried,11,50,Did not complete high school,16,No,Male,3,Yes,No,Yes,No,12.85,21.75,0,17,0,622.75,1018.55,0,790,0,No,Yes,No,No,Yes,Yes,No,No,No,2.55,3.08,,2.83,,3.91,Plus service,No
Zone 3,4,31,Unmarried,5,39,High school degree,5,No,Male,2,Yes,Yes,Yes,Yes,4.9,26,41.55,10,36.4,19.65,95.95,111.7,25,142.9,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.59,3.26,3.73,2.3,3.59,3.66,Total service,Yes
Zone 3,53,64,Married,10,54,High school degree,20,No,Female,2,Yes,Yes,Yes,Yes,9.65,39.25,51.15,53.5,74.8,483.55,2053.2,2658.05,2675,3817.55,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2.27,3.67,3.93,3.98,4.31,3.99,Total service,No
Zone 3,1,59,Unmarried,4,9,Did not complete high school,4,Yes,Male,1,Yes,No,Yes,No,3.8,26.5,0,20.5,0,3.8,26.5,0,20.5,0,No,No,No,No,Yes,Yes,Yes,No,No,1.34,3.28,,3.02,,2.2,Plus service,No
Zone 3,19,30,Married,10,33,College degree,1,No,Male,3,Yes,Yes,No,No,4.05,22.25,31.8,0,0,79.45,396.35,543.85,0,0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,1.4,3.1,3.46,,,3.5,Total service,No
Zone 2,33,30,Unmarried,11,28,Did not complete high school,9,No,Male,1,No,No,No,No,7.4,0,0,0,0,246.55,0,0,0,0,No,No,No,No,No,No,Yes,No,No,2,,,,,3.33,Basic service,No
Zone 3,42,36,Married,14,44,High school degree,11,No,Male,3,Yes,No,No,Yes,7,26.5,0,0,26.1,321.95,1161.3,0,0,1173.45,No,No,Yes,No,Yes,Yes,Yes,Yes,No,1.95,3.28,,,3.26,3.78,Plus service,No
Zone 1,60,32,Unmarried,12,34,College degree,4,No,Female,2,No,No,Yes,No,23.95,0,0,10,0,1513,0,0,615,0,Yes,No,No,No,No,No,No,No,No,3.18,,,2.3,,3.53,E-service,No
Zone 2,57,51,Married,7,68,College degree,18,No,Female,3,Yes,No,Yes,No,16.05,18.75,0,8.25,0,930.4,1096,0,365,0,Yes,No,No,No,Yes,Yes,Yes,Yes,No,2.78,2.93,,2.11,,4.22,Plus service,No
Zone 1,64,39,Unmarried,5,37,Did not complete high school,9,No,Male,1,No,No,Yes,No,10.2,0,0,17.5,0,640.75,0,0,1020,0,No,No,No,No,No,No,No,No,No,2.32,,,2.86,,3.61,Basic service,No
Zone 2,28,20,Married,1,18,Some college,0,No,Male,3,No,Yes,No,Yes,7.7,0,38.9,0,32,190.05,0,1041.1,0,873.3,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,2.04,,3.66,,3.47,2.89,Total service,No
Zone 1,29,35,Married,10,55,High school degree,7,No,Male,4,Yes,No,Yes,No,15.65,21.75,0,30.75,0,477.95,612.55,0,855,0,No,No,No,No,No,Yes,Yes,Yes,No,2.75,3.08,,3.43,,4.01,Plus service,Yes
Zone 1,46,31,Married,12,21,Did not complete high school,5,No,Male,5,No,No,Yes,No,8.95,0,0,9.25,0,369.95,0,0,415,0,No,No,No,No,No,Yes,Yes,Yes,No,2.19,,,2.22,,3.04,Plus service,No
Zone 1,22,41,Married,9,29,Some college,11,No,Male,4,No,No,No,No,12.75,0,0,0,0,274.85,0,0,0,0,No,No,No,No,No,No,No,No,No,2.55,,,,,3.37,Basic service,Yes
Zone 2,10,56,Unmarried,26,9,High school degree,6,Yes,Male,2,No,No,No,No,3.2,0,0,0,0,36.9,0,0,0,0,No,No,No,No,No,No,No,Yes,No,1.16,,,,,2.2,Basic service,No
Zone 3,50,41,Unmarried,16,138,High school degree,18,No,Female,1,Yes,Yes,Yes,No,12.35,19.75,27.85,14.5,0,585.05,937.85,1359.05,690,0,Yes,No,No,No,No,No,No,No,Yes,2.51,2.98,3.33,2.67,,4.93,E-service,Yes
Zone 1,55,65,Unmarried,34,28,College degree,12,Yes,Female,1,Yes,No,Yes,Yes,18.6,46.25,0,14.75,41.2,1007.3,2610.55,0,835,2163.5,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,2.92,3.83,,2.69,3.72,3.33,Total service,No
Zone 2,15,54,Unmarried,7,62,Did not complete high school,11,No,Male,1,No,No,No,No,3.15,0,0,0,0,54.25,0,0,0,0,No,No,No,No,Yes,No,No,No,No,1.15,,,,,4.13,Basic service,No
Zone 1,31,32,Married,13,37,Some college,8,No,Female,3,Yes,No,Yes,Yes,4.6,19.75,0,8.75,56.45,140.55,593.75,0,290,1771.1,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,1.53,2.98,,2.17,4.03,3.61,Total service,No
Zone 3,5,44,Unmarried,5,83,Did not complete high school,16,No,Female,1,No,Yes,No,No,4.65,0,25.25,0,0,12.3,0,90.5,0,0,Yes,No,No,No,No,Yes,No,No,No,1.54,,3.23,,,4.42,E-service,Yes
Zone 2,69,63,Unmarried,28,168,Did not complete high school,43,No,Female,2,Yes,No,Yes,No,14.5,44.25,0,18.25,0,1020.3,3097.25,0,1230,0,No,No,No,No,Yes,Yes,Yes,Yes,No,2.67,3.79,,2.9,,5.12,Plus service,No
Zone 2,26,27,Married,4,33,College degree,1,No,Male,6,Yes,Yes,Yes,Yes,5.85,25.5,42.45,13.25,34.15,114.55,656.85,1089.7,310,810.2,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,1.77,3.24,3.75,2.58,3.53,3.5,Total service,Yes
Zone 3,10,33,Married,2,66,Some college,9,No,Female,4,Yes,No,Yes,No,7.1,21.25,0,25.25,0,59.3,241.8,0,220,0,No,No,No,Yes,Yes,No,Yes,No,No,1.96,3.06,,3.23,,4.19,Basic service,Yes
Zone 1,26,30,Unmarried,9,18,College degree,1,No,Male,3,Yes,No,Yes,No,7.25,25.5,0,32.5,0,171.85,688.35,0,840,0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,1.98,3.24,,3.48,,2.89,Total service,Yes
Zone 3,25,30,Unmarried,0,20,Did not complete high school,4,No,Female,1,Yes,No,Yes,No,8.55,21.75,0,15.5,0,215.95,522.15,0,370,0,No,No,No,No,Yes,Yes,No,Yes,No,2.15,3.08,,2.74,,3,Plus service,No
Zone 3,30,23,Married,4,19,Some college,1,No,Male,4,No,Yes,Yes,No,7.9,0,35.2,27.5,0,253.05,0,1087.55,840,0,Yes,No,No,Yes,No,No,No,No,Yes,2.07,,3.56,3.31,,2.94,E-service,No
Zone 1,21,39,Married,7,25,High school degree,1,No,Male,4,Yes,No,Yes,Yes,8.5,27,0,20,31.25,175.3,582,0,440,646.9,No,No,No,No,Yes,Yes,Yes,Yes,No,2.14,3.3,,3,3.44,3.22,Plus service,No
Zone 1,71,46,Unmarried,27,119,Post-undergraduate degree,7,No,Female,1,No,Yes,Yes,Yes,42.85,0,70.05,15,111.95,3080.85,0,5028.65,1020,7856.85,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,3.76,,4.25,2.71,4.72,4.78,Total service,No
Zone 3,11,48,Married,5,323,College degree,25,No,Male,4,Yes,No,Yes,Yes,5.25,30,0,21.75,25.75,48.5,293.85,0,205,223.25,No,No,No,Yes,Yes,Yes,Yes,Yes,No,1.66,3.4,,3.08,3.25,5.78,Plus service,Yes
Zone 1,24,30,Married,7,45,Did not complete high school,11,No,Female,2,No,No,No,No,6,0,0,0,0,134.7,0,0,0,0,No,No,No,No,No,No,Yes,No,No,1.79,,,,,3.81,Basic service,No
Zone 1,65,59,Married,27,197,College degree,26,No,Male,2,No,Yes,Yes,No,45.4,0,25.75,46.75,0,2973.55,0,1699.85,3065,0,Yes,No,Yes,No,No,No,No,No,Yes,3.82,,3.25,3.84,,5.28,E-service,No
